"STATION","NAME","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USW00025331","PALMER AIRPORT, AK US","2010-10-06","0.00","T,,0,2400",,,"50",",,0","37",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-07","0.00",",,0,2400",,,"48",",,0","31",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-08","0.00",",,0,2400",,,"51",",,0","25",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-09","0.00",",,0,2400",,,"41",",,0","24",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-10","0.00","T,,0,2400",,,"45",",,0","29",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-11","0.00","T,,0,2400",,,"43",",,0","30",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-12","0.00",",,0,2400",,,"41",",,0","24",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-13","0.00",",,0,2400",,,"41",",,0","23",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-14","0.00",",,0,2400",,,"35",",,0","17",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-15","0.00",",,0,2400",,,"36",",,0","19",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-16","0.00",",,0,2400",,,"43",",,0","26",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-17","0.00",",,0,2400",,,"49",",,0","36",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-18","0.00","T,,0,2400",,,"52",",,0","36",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-19","0.00",",,0,2400",,,"49",",,0","36",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-20","0.00",",,0,2400",,,"49",",,0","35",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-21","0.00",",,0,2400",,,"50",",,0","34",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-22","0.00",",,0,2400",,,"47",",,0","38",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-23","0.00",",,0,2400",,,"45",",,0","25",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-24","0.00",",,0,2400",,,"36",",,0","23",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-25","0.00","T,,0,2400",,,"40",",,0","30",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-26","0.00","T,,0,2400",,,"42",",,0","29",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-27","0.00","T,,0,2400",,,"45",",,0","27",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-28","0.00","T,,0,2400",,,"42",",,0","32",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-29","0.00","T,,0,2400",,,"33",",,0","22",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-30","0.00",",,0,2400",,,"29",",,0","20",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-10-31","0.00",",,0,2400",,,"38",",,0","24",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-01","0.00",",,0,2400",,,"40",",,0","27",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-02","0.00","T,,0,2400",,,"40",",,0","28",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-03","0.00","T,,0,2400",,,"42",",,0","30",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-04","0.00","T,,0,2400",,,"40",",,0","30",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-05","0.00","T,,0,2400",,,"37",",,0","27",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-06","0.00","T,,0,2400",,,"37",",,0","29",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-07","0.00","T,,0,2400",,,"31",",,0","25",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-08","0.00","T,,0,2400",,,"30",",,0","21",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-09","0.00","T,,0,2400",,,"29",",,0","16",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-10","0.00",",,0,2400",,,"35",",,0","8",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-11","0.00",",,0,2400",,,"38",",,0","30",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-12","0.00","T,,0,2400",,,"36",",,0","25",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-13","0.00","T,,0,2400",,,"34",",,0","30",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-14","0.00","T,,0,2400",,,"31",",,0","27",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-15","0.00","T,,0,2400",,,"29",",,0","7",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-16","0.00","T,,0,2400",,,"27",",,0","8",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-17","0.00",",,0,2400",,,"31",",,0","9",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-18","0.00",",,0,2400",,,"19",",,0","8",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-19","0.00",",,0,2400",,,"20",",,0","7",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-20","0.00",",,0,2400",,,"21",",,0","5",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-21","0.00",",,0,2400",,,"19",",,0","8",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-22","0.00","T,,0,2400",,,"40",",,0","12",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-23","0.51",",,0,2400",,,"41",",,0","34",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-24","0.00",",,0,2400",,,"45",",,0","32",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-25","0.10",",,0,2400",,,"33",",,0","26",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-26","0.00","T,,0,2400",,,"27",",,0","13",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-27","0.00",",,0,2400",,,"24",",,0","14",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-28","0.00","T,,0,2400",,,"21",",,0","8",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-29","0.01",",,0,2400",,,"27",",,0","15",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-11-30","0.00","T,,0,2400",,,"28",",,0","10",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-01","0.00",",,0,2400",,,"12",",,0","0",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-02","0.00",",,0,2400",,,"12",",,0","-1",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-03","0.02",",,0,2400",,,"38",",,0","2",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-04","0.11",",,0,2400",,,"29",",,0","10",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-05","0.00",",,0,2400",,,"15",",,0","2",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-06","0.00","T,,0,2400",,,"18",",,0","6",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-07","0.00","T,,0,2400",,,"21",",,0","8",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-08","0.00",",,0,2400",,,"17",",,0","7",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-09","0.00",",,0,2400",,,"15",",,0","-2",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-10","0.00","T,,0,2400",,,"14",",,0","-1",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-11","0.00","T,,0,2400",,,"15",",,0","2",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-12","0.00",",,0,2400",,,"11",",,0","-3",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-13","0.00","T,,0,2400",,,"11",",,0","-4",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-14","0.03",",,0,2400",,,"19",",,0","4",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-15","0.02",",,0,2400",,,"20",",,0","7",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-16","0.00",",,0,2400",,,"9",",,0","-3",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-17","0.00",",,0,2400",,,"1",",,0","-6",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-18","0.00",",,0,2400",,,"0",",,0","-5",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-19","0.00",",,0,2400",,,"9",",,0","-5",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-20","0.00","T,,0,2400",,,"10",",,0","-1",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-21","0.00",",,0,2400",,,"2",",,0","-6",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-22","0.00",",,0,2400",,,"25",",,0","-8",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-23","0.00",",,0,2400",,,"25",",,0","1",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-24","0.00","T,,0,2400",,,"5",",,0","-7",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-25","0.00",",,0,2400",,,"0",",,0","-7",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-26","0.00",",,0,2400",,,"8",",,0","-2",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-27","0.00",",,0,2400",,,"5",",,0","-2",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-28","0.00",",,0,2400",,,"7",",,0","-4",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-29","0.00","T,,0,2400",,,"15",",,0","4",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-30","0.00","T,,0,2400",,,"36",",,0","11",",,0"
"USW00025331","PALMER AIRPORT, AK US","2010-12-31","0.00","T,,0,2400",,,"45",",,0","24",",,0"
"USW00025331","PALMER AIRPORT, AK US","2011-01-01","0.00","T,,X,2400",,,"47",",,X","30",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-02","0.00","T,,X,2400",,,"47",",,X","37",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-03","0.00","T,,X,2400",,,"49",",,X","40",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-04","0.00",",,X,2400",,,"46",",,X","32",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-05","0.00",",,X,2400",,,"40",",,X","25",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-06","0.00",",,X,2400",,,"25",",,X","14",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-07","0.00",",,X,2400",,,"16",",,X","8",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-08","0.00",",,X,2400",,,"12",",,X","3",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-09","0.00",",,X,2400",,,"11",",,X","3",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-10","0.00",",,X,2400",,,"16",",,X","6",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-11","0.00",",,W,2400",,,"23",",,Z","7",",,Z"
"USW00025331","PALMER AIRPORT, AK US","2011-01-12","0.00","T,,X,2400",,,"26",",,X","21",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-13","0.00",",,X,2400",,,"23",",,X","14",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-14","0.00",",,X,2400",,,"17",",,X","6",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-15","0.00",",,X,2400",,,"6",",,X","-11",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-16","0.00",",,X,2400",,,"-2",",,X","-13",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-17","0.00",",,X,2400",,,"2",",,X","-11",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-18","0.00",",,X,2400",,,"4",",,X","-9",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-19","0.00","T,,X,2400",,,"10",",,X","-9",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-20",,,,,"16",",,X","10",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-21","0.00","T,,X,2400",,,"20",",,X","14",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-22",,,,,"24",",,X","16",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-23","0.00",",,Z,2400",,,"40",",,X","8",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-24","0.00",",,X,2400",,,"41",",,X","26",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-25","0.00","T,,X,2400",,,"40",",,X","28",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-26",,,,,"33",",,X","25",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-27","0.00","T,,X,2400",,,"28",",,X","9",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-28","0.00",",,X,2400",,,"23",",,X","5",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-29","0.00",",,X,2400",,,"29",",,X","15",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-30","0.00",",,X,2400",,,"26",",,X","20",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-01-31","0.00","T,,X,2400",,,"31",",,X","22",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-01","0.00","T,,X,2400",,,"42",",,X","24",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-02","0.00","T,,X,2400",,,"41",",,X","32",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-03","0.00","T,,X,2400",,,"33",",,X","21",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-04","0.00",",,X,2400",,,"24",",,X","14",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-05","0.00",",,X,2400",,,"23",",,X","0",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-06","0.00",",,X,2400",,,"22",",,X","2",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-07","0.00",",,X,2400",,,"21",",,X","0",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-08","0.00",",,X,2400",,,"29",",,Z","20",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-09","0.00","T,,X,2400",,,"33",",,X","26",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-10","0.00","T,,X,2400",,,"30",",,X","20",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-11","0.00","T,,X,2400",,,"21",",,X","8",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-12","0.00","T,,X,2400",,,"9",",,X","-11",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-13","0.00","T,,X,2400",,,"11",",,X","2",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-14","0.00","T,,X,2400",,,"20",",,X","2",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-15","0.00","T,,X,2400",,,"19",",,X","0",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-16","0.00",",,X,2400",,,"13",",,X","-5",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-17","0.00",",,X,2400",,,"19",",,X","-3",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-18","0.00","T,,X,2400",,,"22",",,X","14",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-19","0.00","T,,X,2400",,,"19",",,X","-5",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-20","0.00","T,,X,2400",,,"14",",,X","-10",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-21","0.00","T,,X,2400",,,"23",",,X","1",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-22","0.00",",,X,2400",,,"21",",,X","-2",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-23","0.00",",,X,2400",,,"16",",,X","-7",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-24","0.00",",,X,2400",,,"26",",,X","1",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-25","0.00","T,,X,2400",,,"33",",,X","20",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-26","0.00","T,,X,2400",,,"20",",,X","4",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-27","0.00","T,,X,2400",,,"22",",,X","10",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-02-28","0.00","T,,X,2400",,,"28",",,X","16",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-01","0.00","T,,X,2400",,,"26",",,X","15",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-02","0.00","T,,X,2400",,,"28",",,X","7",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-03","0.00",",,X,2400",,,"23",",,X","17",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-04","0.00",",,X,2400",,,"19",",,X","5",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-05","0.00",",,X,2400",,,"24",",,X","1",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-06","0.00",",,X,2400",,,"30",",,X","5",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-07","0.00",",,X,2400",,,"31",",,X","7",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-08","0.00","T,,X,2400",,,"36",",,X","19",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-09","0.00","T,,X,2400",,,"32",",,X","23",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-10","0.00",",,X,2400",,,"32",",,X","17",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-11","0.00",",,X,2400",,,"30",",,X","5",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-12","0.00",",,X,2400",,,"29",",,X","4",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-13","0.00",",,X,2400",,,"28",",,X","3",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-14","0.00",",,X,2400",,,"27",",,X","2",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-15","0.00",",,X,2400",,,"32",",,X","6",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-16","0.00",",,X,2400",,,"39",",,X","14",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-17","0.00","T,,X,2400",,,"31",",,X","20",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-18","0.00",",,X,2400",,,"35",",,X","16",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-19","0.00",",,X,2400",,,"35",",,X","16",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-20","0.00",",,X,2400",,,"38",",,X","7",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-21","0.00",",,X,2400",,,"37",",,X","18",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-22","0.00",",,X,2400",,,"39",",,X","25",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-23","0.00",",,X,2400",,,"42",",,X","27",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-24","0.00",",,X,2400",,,"40",",,X","28",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-25","0.00",",,X,2400",,,"39",",,X","26",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-26","0.00",",,X,2400",,,"41",",,X","22",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-27","0.00","T,,X,2400",,,"33",",,X","21",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-28","0.00",",,X,2400",,,"38",",,X","22",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-29","0.00",",,X,2400",,,"46",",,X","32",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-30","0.00","T,,X,2400",,,"45",",,X","29",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-03-31","0.00","T,,X,2400",,,"37",",,X","25",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-01","0.00","T,,X,2400",,,"38",",,X","19",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-02","0.00",",,X,2400",,,"43",",,X","27",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-03","0.00",",,X,2400",,,"46",",,X","35",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-04","0.00","T,,X,2400",,,"44",",,X","33",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-05","0.00","T,,X,2400",,,"41",",,X","31",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-06","0.00","T,,X,2400",,,"36",",,X","26",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-07","0.00","T,,X,2400",,,"41",",,X","29",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-08","0.00",",,X,2400",,,"46",",,X","29",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-09","0.00","T,,X,2400",,,"47",",,X","28",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-10","0.00",",,X,2400",,,"45",",,X","27",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-11","0.00",",,X,2400",,,"47",",,X","24",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-12","0.00",",,X,2400",,,"47",",,X","23",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-13","0.00",",,X,2400",,,"45",",,X","24",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-14","0.00",",,X,2400",,,"51",",,X","26",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-15","0.00",",,X,2400",,,"54",",,X","24",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-16","0.00",",,X,2400",,,"53",",,X","26",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-17","0.00",",,X,2400",,,"51",",,X","29",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-18","0.00",",,X,2400",,,"52",",,X","28",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-19","0.00",",,X,2400",,,"52",",,X","29",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-20","0.00","T,,X,2400",,,"50",",,X","27",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-21","0.00",",,X,2400",,,"49",",,X","33",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-22","0.00",",,X,2400",,,"50",",,X","40",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-23","0.00",",,X,2400",,,"48",",,X","39",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-24","0.00",",,X,2400",,,"51",",,X","36",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-25","0.00",",,X,2400",,,"54",",,X","38",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-26","0.00","T,,X,2400",,,"53",",,X","34",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-27","0.00","T,,X,2400",,,"49",",,X","34",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-28","0.00",",,X,2400",,,"54",",,X","32",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-29","0.00",",,X,2400",,,"52",",,X","39",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-04-30","0.00",",,X,2400",,,"49",",,X","32",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-01","0.00",",,X,2400",,,"55",",,X","30",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-02","0.00","T,,X,2400",,,"53",",,X","29",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-03","0.00",",,X,2400",,,"49",",,X","33",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-04","0.00","T,,X,2400",,,"47",",,X","37",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-05","0.00","T,,X,2400",,,"52",",,X","36",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-06","0.00","T,,W,2400",,,"57",",,X","33",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-07","0.01",",,Z,2400",,,"56",",,X","36",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-08","0.00","T,,X,2400",,,"52",",,X","36",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-09","0.00","T,,X,2400",,,"56",",,X","37",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-10","0.00",",,X,2400",,,"59",",,X","35",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-11","0.00",",,X,2400",,,"54",",,X","33",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-12","0.00",",,X,2400",,,"59",",,X","42",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-13","0.00",",,X,2400",,,"60",",,X","32",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-14","0.00",",,X,2400",,,"57",",,X","36",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-15","0.00",",,X,2400",,,"55",",,X","33",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-16","0.00",",,X,2400",,,"59",",,X","36",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-17","0.00",",,X,2400",,,"59",",,X","39",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-18","0.00",",,X,2400",,,"62",",,X","40",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-19","0.00",",,X,2400",,,"60",",,X","44",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-20","0.00","T,,X,2400",,,"58",",,X","41",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-21","0.00",",,X,2400",,,"60",",,X","39",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-22","0.00",",,X,2400",,,"64",",,X","39",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-23","0.00",",,X,2400",,,"63",",,X","43",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-24","0.00",",,X,2400",,,"69",",,X","39",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-25","0.00",",,X,2400",,,"68",",,X","39",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-26","0.00",",,X,2400",,,"73",",,X","45",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-27","0.00",",,X,2400",,,"78",",,X","45",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-28","0.00","T,,X,2400",,,"65",",,X","48",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-29","0.00",",,X,2400",,,"66",",,X","44",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-30","0.00",",,X,2400",,,"74",",,X","45",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-05-31","0.00","T,,X,2400",,,"67",",,X","45",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-06-01","0.00","T,,X,2400",,,"57",",,X","47",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-06-02","0.00","T,,X,2400",,,"62",",,X","47",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-06-03","0.00","T,,X,2400",,,"59",",,X","46",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-06-04","0.00","T,,X,2400",,,"60",",,X","46",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-06-05","0.01",",,X,2400",,,"56",",,X","44",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-06-06","0.00",",,X,2400",,,"65",",,X","43",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-06-07","0.00",",,X,2400",,,"61",",,X","45",",,X"
"USW00025331","PALMER AIRPORT, AK US","2011-06-08","0.00",",,X,2400",,,"64",",,X","39",",,X"
